Culture,Isolation,Tissue,SampleState,SamplePlot,SampleRep,SampleID,Media,IsolateNum,Isolate,Reps.numerator,Reps.denominator,MorphoDate,Morphorep,Morphosp,MorphospLong,Morpho2,Update.from.original,Query.sequence,Taxon.assignment,Likelihood.weight,otu,Phylum,Class,Order,Family,Genus,otu.tree,otu.num,voucher
10/1/20,10/7/20,Canker,IN,NE,5,IN-NE-5,1/2PDA++,103,GW_Cank20_103,4,4,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
9/18/20,9/25/20,Canker,IN,NE,6,IN-NE-6,1/2PDA++,24,GW_Cank20_24,3,5,,1,9,CM-9,CM-9,,Canker_32,Diaporthe_longicolla,0.973156,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,"GW_Cank20_32, GW_Cank20_51"
9/18/20,9/25/20,Canker,IN,NE,7,IN-NE-7,1/2PDA++,61,GW_Cank20_61,2,5,,1,9,CM-9,CM-9,,Canker_32,Diaporthe_longicolla,0.973156,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,"GW_Cank20_32, GW_Cank20_51"
9/18/20,9/25/20,Canker,IN,NE,8,IN-NE-8,1/2PDA++,40,GW_Cank20_40,5,5,,1,9,CM-9,CM-9,,Canker_32,Diaporthe_longicolla,0.973156,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,"GW_Cank20_32, GW_Cank20_51"
9/18/20,9/25/20,Canker,IN,NE,11,IN-NE-11,1/2PDA++,32,GW_Cank20_32,5,5,,1,9,CM-9,CM-9,,Canker_32,Diaporthe_longicolla,0.973156,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,"GW_Cank20_32, GW_Cank20_51"
9/18/20,9/25/20,Canker,IN,NE,12,IN-NE-12,1/2PDA++,48,GW_Cank20_48,2,4,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
10/1/20,10/7/20,Canker,IN,NE,16,IN-NE-16,1/2PDA++,78,GW_Cank20_78,4,4,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
9/18/20,9/25/20,Canker,IN,NE,17,IN-NE-17,1/2PDA++,51,GW_Cank20_51,4,5,,1,9,CM-9,CM-9,,Canker_32,Diaporthe_longicolla,0.973156,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,"GW_Cank20_32, GW_Cank20_51"
10/1/20,10/7/20,Canker,IN,SW,1,IN-SW-1,1/2PDA++,110,GW_Cank20_110,2,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,1,IN-SW-1,1/2PDA++,111,GW_Cank20_111,1,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
9/18/20,9/25/20,Canker,IN,SW,4,IN-SW-4,1/2PDA++,23,GW_Cank20_23,5,5,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
10/1/20,10/7/20,Canker,IN,SW,5,IN-SW-5,1/2PDA++,146,GW_Cank20_146,1,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,5,IN-SW-5,1/2PDA++,147,GW_Cank20_147,2,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,6,IN-SW-6,1/2PDA++,142,GW_Cank20_142,2,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,6,IN-SW-6,1/2PDA++,143,GW_Cank20_143,2,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,9,IN-SW-9,1/2PDA++,153,GW_Cank20_153,4,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
10/1/20,10/7/20,Canker,IN,SW,10,IN-SW-10,1/2PDA++,87,GW_Cank20_87,5,5,,2,29,CM-29,CM-29,,Canker_78,Diaporthe_longicolla,0.982349,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_78
9/18/20,9/25/20,Canker,IN,SW,12,IN-SW-12,1/2PDA++,52,GW_Cank20_52,3,5,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
9/18/20,9/25/20,Canker,IN,SW,14,IN-SW-14,1/2PDA++,70,GW_Cank20_70,1,5,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
9/18/20,9/25/20,Canker,IN,SW,15,IN-SW-15,1/2PDA++,73,GW_Cank20_73,1,5,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
9/18/20,9/25/20,Canker,WA,SE,18,WA-SE-18,1/2PDA++,68,GW_Cank20_68,1,4,,1,6,CM-6,CM-5,Lumped,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
9/18/20,9/25/20,Canker,WA,SW,10,WA-SW-10,1/2PDA++,7,GW_Cank20_7,2,3,,1,17,CM-17,CM-17,,Canker_7,Diaporthe_longicolla,0.983497,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_7
9/18/20,9/25/20,Canker,WA,SW,19,WA-SW-19,1/2PDA++,10,GW_Cank20_10,5,5,,1,5,CM-5,CM-5,,Canker_23,Diaporthe_longicolla,0.978923,Pezizo.OTU9,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pezizo,9,GW_Cank20_23
9/18/20,9/25/20,Canker,IN,NE,7,IN-NE-7,1/2PDA++,62,GW_Cank20_62,1,5,,1,26,CM-26,CM-26,,Canker_62,Curvularia_protuberata,"0.164034, 0.144195, 0.143772, 0.072312, 0.062685, 0.059635, 0.054410, 0.041507, 0.039869, 0.033857, 0.033590",Pezizo.OTU10,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pezizo,10,GW_Cank20_62
9/18/20,9/25/20,Canker,WA,SW,6,WA-SW-6,1/2PDA++,26,GW_Cank20_26,1,3,,1,22,CM-22,CM-22,,Canker_26,Curvularia_geniculata,0.997305,Pezizo.OTU10,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pezizo,10,GW_Cank20_26
9/10/20,10/9/20,Root,IN,NE,5,IN-NE-5,MSJ,521,GW20_521,1,10,10/28/20,6,2,IN-6-2,IN-6-2,,Root_521,Nectria_haematococca,0.999842,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_521
9/9/20,9/16/20,Root,IN,NE,17,IN-NE-17,GYRBA,148,GW20_148,1,10,9/28/20,2,2,IN-2-2,IN-2-2,,Root_114,Nectria_haematococca,0.99984,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_114
9/9/20,9/16/20,Root,IN,SW,15,IN-SW-15,SFA,114,GW20_114,1,10,9/28/20,2,2,IN-2-2,IN-2-2,,Root_114,Nectria_haematococca,0.99984,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_114
9/9/20,9/20/20,Root,IN,SW,15,IN-SW-15,SFA,305,GW20_305,1,10,9/25/20,NA,,Morpho-2,Single,Split,Root_305,Nectria_haematococca,0.999844,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_305
9/18/20,9/25/20,Canker,WA,N,1,WA-N-1,1/2PDA++,47,GW_Cank20_47,2,5,,1,19,CM-19,CM-19,,Canker_29,Nectria_haematococca,0.999844,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW_Cank20_29
9/11/20,10/14/20,Root,WA,N,7,WA-N-7,MSJ,628,GW20_628,1,10,10/28/20,7,6,WA-7-6,WA-7-6,,Root_629,Nectria_haematococca,0.999999,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_629
9/11/20,10/14/20,Root,WA,N,7,WA-N-7,MSJ,629,GW20_629,1,10,10/28/20,7,6,WA-7-6,WA-7-6,,Root_629,Nectria_haematococca,0.999999,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_629
9/22/20,10/12/20,Root,WA,N,18,WA-N-18,MSJ,569,GW20_569,1,10,10/28/20,7,6,WA-7-6,WA-7-6,,Root_629,Nectria_haematococca,0.999999,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW20_629
9/18/20,9/25/20,Canker,WA,SE,1,WA-SE-1,1/2PDA++,29,GW_Cank20_29,2,3,,1,19,CM-19,CM-19,,Canker_29,Nectria_haematococca,0.999844,Pezizo.OTU11,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,11,GW_Cank20_29
9/18/20,9/25/20,Canker,WA,N,2,WA-N-2,1/2PDA++,56,GW_Cank20_56,1,4,,1,24,CM-24,CM-24,,Canker_56,"Alternaria_oregonensis,Alternaria_murispora,Alternaria_conjuncta,Alternaria_slovaca,Alternaria_ethzedia,Alternaria_infectoria","0.250973, 0.244542, 0.244274, 0.121990, 0.121990",Pezizo.OTU12,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pezizo,12,GW_Cank20_56
9/18/20,9/25/20,Canker,WA,N,14,WA-N-14,1/2PDA++,54,GW_Cank20_54,2,2,,1,12,CM-12,CM-12,,Canker_54,"Alternaria_oregonensis,Alternaria_murispora,Alternaria_conjuncta,Alternaria_slovaca,Alternaria_ethzedia,Alternaria_infectoria","0.249330, 0.240940, 0.240691, 0.125519, 0.125519",Pezizo.OTU12,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pezizo,12,GW_Cank20_54
9/18/20,9/25/20,Canker,IN,NE,13,IN-NE-13,1/2PDA++,64,GW_Cank20_64,2,5,,1,4,CM-4,CM-4,,Canker_64,Clonostachys_rosea,1,Pezizo.OTU13,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Pezizo,13,GW_Cank20_64
9/18/20,9/25/20,Canker,WA,SE,16,WA-SE-16,1/2PDA++,71,GW_Cank20_71,2,4,,1,2,CM-2,CM-2,,Canker_71,"Pseudocamarosporium_lonicerae,Pseudocamarosporium_propinquum,Pseudocamarosporium_piceae,Pseudocamarosporium_corni","0.185520, 0.144424, 0.142846, 0.142842, 0.142837, 0.142812, 0.098717",Pezizo.OTU14,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudocamarosporium,Pezizo,14,GW_Cank20_71
9/8/20,9/20/20,Root,IN,NE,11,IN-NE-11,MSJ,286,GW20_286,1,10,10/1/20,3,26,IN-3-26,IN-3-26,,Root_286,Fusarium_fujikuroi,"0.376091, 0.279170, 0.118060, 0.115571, 0.091113",Pezizo.OTU15,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,15,GW20_286
10/1/20,10/7/20,Canker,WA,SW,7,WA-SW-7,1/2PDA++,94,GW_Cank20_94,1,2,,2,35,CM-35,CM-35,,Canker_94,Fusarium_fujikuroi,"0.374586, 0.278859, 0.118646, 0.116174, 0.091677",Pezizo.OTU15,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pezizo,15,GW_Cank20_94
9/8/20,9/14/20,Root,IN,NE,8,IN-NE-8,1/2PDA++,35,GW20_35,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,NE,8,IN-NE-8,1/2PDA++,36,GW20_36,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,105,GW20_105,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,106,GW20_106,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,107,GW20_107,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,108,GW20_108,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,109,GW20_109,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,GYRBA,110,GW20_110,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,1/2PDA++,111,GW20_111,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,1/2PDA++,112,GW20_112,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/16/20,Root,IN,NE,13,IN-NE-13,1/2PDA++,113,GW20_113,1,10,9/28/20,2,1,IN-2-1,IN-2-1,,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/20/20,Root,IN,NE,13,IN-NE-13,GYRBA,278,GW20_278,1,10,10/1/20,3,22,IN-3-22,IN-3-22,,Root_278,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.496054, 0.272086, 0.051160, 0.051100, 0.024498, 0.023522, 0.023515, 0.021248",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_278
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,25,GW20_25,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,27,GW20_27,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,28,GW20_28,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,29,GW20_29,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,30,GW20_30,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,32,GW20_32,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/8/20,9/14/20,Root,IN,SW,3,IN-SW-3,Armillaria,33,GW20_33,1,10,9/24/20,1,4,IN-1-4,IN-2-1,Transfer,Root_105,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_105
9/10/20,9/20/20,Root,IN,SW,4,IN-SW-4,GYRBA,209,GW20_209,1,10,10/1/20,3,5,IN-3-5,IN-3-5,,Root_209,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.501006, 0.363316, 0.030923, 0.030899, 0.015197, 0.014462",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_209
9/10/20,9/20/20,Root,IN,SW,4,IN-SW-4,Armillaria,214,GW20_214,1,10,10/1/20,3,9,IN-3-9,IN-3-9,,Root_214,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.498449, 0.281942, 0.048712, 0.048656, 0.023377, 0.022413, 0.022407, 0.020052",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_214
9/9/20,10/12/20,Root,IN,SW,9,IN-SW-9,GYRBA,574,GW20_574,1,10,10/28/20,7,4,IN-7-4,IN-7-4,,Root_620,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.464387, 0.213729, 0.067144, 0.067060, 0.032113, 0.031026, 0.031007, 0.029682, 0.029667",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_620
9/23/20,10/14/20,Root,IN,SW,10,IN-SW-10,GYRBA,620,GW20_620,1,10,10/28/20,7,4,IN-7-4,IN-7-4,,Root_620,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.464387, 0.213729, 0.067144, 0.067060, 0.032113, 0.031026, 0.031007, 0.029682, 0.029667",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_620
9/11/20,9/20/20,Root,WA,N,11,WA-N-11,Armillaria,225,GW20_225,1,10,10/1/20,3,6,WA-3-6,WA-3-6,,Root_225,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.502198, 0.353434, 0.032844, 0.032818, 0.016074, 0.015315",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_225
9/9/20,9/16/20,Root,WA,N,12,WA-N-12,1/2PDA++,124,GW20_124,1,10,9/28/20,2,6,WA-2-6,WA-2-6,,Root_124,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.500227, 0.368343, 0.029979, 0.029957, 0.014761, 0.014043",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_124
9/10/20,9/20/20,Root,WA,N,16,WA-N-16,Armillaria,186,GW20_186,1,10,10/1/20,3,6,WA-3-6,WA-3-6,,Root_225,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.502198, 0.353434, 0.032844, 0.032818, 0.016074, 0.015315",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_225
9/10/20,9/20/20,Root,WA,N,16,WA-N-16,Armillaria,187,GW20_187,1,10,10/1/20,3,6,WA-3-6,WA-3-6,,Root_225,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.502198, 0.353434, 0.032844, 0.032818, 0.016074, 0.015315",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_225
9/10/20,9/20/20,Root,WA,N,16,WA-N-16,1/2PDA++,188,GW20_188,1,10,10/1/20,3,6,WA-3-6,WA-3-6,,Root_225,"Neurospora_pannonica,Sordaria_lappae,Sordaria_fimicola,Gelasinospora_tetrasperma,Sordaria_macrospora,Neurospora_crassa","0.502198, 0.353434, 0.032844, 0.032818, 0.016074, 0.015315",Pezizo.OTU17,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Pezizo,17,GW20_225
